 -> 1
spookier -> 56
spookiest -> 66
spoon-bender -> 1
spoon-tender -> 5
spooner -> 1
spooniest -> 1
sport-tourer -> 1
sport-tuner -> 1
sportier -> 234
sportiest -> 52
sports-and-beer -> 1
sports-announcer -> 1
sports-baseball-butler -> 1
sports-baseball-fewer -> 1
sports-baseball-japan-no-hitter -> 1
sports-baseball-player -> 1
sports-baseball-sosa-partner -> 1
sports-baseball-winter -> 3
sports-basketball-miller -> 1
sports-basketball-nba-bateer -> 1
sports-blooper -> 1
sports-booster -> 1
sports-boxing-boxer -> 1
sports-boxing-frazier -> 1
sports-boxing-holyfield-moorer -> 1
sports-boxing-mercer -> 1
sports-boxing-oliver -> 1
sports-center -> 4
sports-cricket-england-test -> 1
sports-cricket-icc-player -> 1
sports-cricket-test -> 1
sports-customer -> 1
sports-golf-greater -> 1
sports-golf-kroger -> 2
sports-golf-painewebber -> 2
sports-golf-palmer-cancer -> 1
sports-golf-ryder -> 2
sports-golf-tiger -> 3
sports-interest -> 1
sports-olympics-2002-protest -> 1
sports-olympics-baxter -> 1
sports-olympics-denver -> 1
sports-olympics-lillehammer -> 1
sports-olympics-protest -> 1
sports-olympics-sydney-test -> 1
sports-olympics-wonder -> 1
sports-rugbyl-super -> 1
sports-rugbyu-super -> 7
sports-soccer -> 3
sports-soccer-bayer -> 1
sports-soccer-deisler -> 1
sports-soccer-england-player -> 1
sports-soccer-ferguson-career -> 1
sports-soccer-fifa-player -> 1
sports-soccer-forest -> 1
sports-soccer-germany-kohler -> 1
sports-soccer-houllier -> 1
sports-soccer-inter -> 1
sports-soccer-iran-inter -> 1
sports-soccer-juventus-manchester -> 1
sports-soccer-maradona-manager -> 1
sports-soccer-mexico-player -> 1
sports-soccer-monaco-inter -> 1
sports-soccer-player -> 1
sports-soccer-ronaldo-transfer -> 1
sports-soccer-shearer -> 1
sports-soccer-us-mls-transfer -> 1
sports-soccer-west -> 2
sports-steer -> 1
sports-swimming-faster -> 1
sports-talker -> 3
sports-tennis-becker -> 1
sports-tennis-rafter -> 1
sports-tennis-wimbledon-courier -> 1
sports-tier -> 2
sports-track-bolder -> 1
sports-winter -> 2
sportscar-maker -> 2
sportscaster -> 2
sportscenter -> 3
sportsfest -> 2
sportster -> 1
sportswear-maker -> 3
sportswriter -> 38
spot-remover -> 1
spot-starter -> 1
spot-the-guest -> 1
spotmeter -> 1
spotter -> 10
spottier -> 56
spottiest -> 8
spousal-murder -> 1
spouse-abuser -> 1
spouse\/lover -> 1
spouse\/partner -> 1
spray-powder -> 1
spray-shooter -> 1
sprayer -> 1
spread-better -> 4
spreader -> 2
spree-killer -> 1
sprier -> 3
spriest -> 2
sprightlier -> 18
sprightliest -> 5
spring-and-damper -> 1
spring-break-bummer -> 1
spring-breaker -> 2
spring-damper -> 2
spring-fever -> 1
spring-into-summer -> 5
spring-quarter -> 2
spring-semester -> 4
spring-sumer -> 1
spring-summer -> 271
spring-to-summer -> 2
spring-water -> 19
spring-wildflower -> 1
spring-winter -> 5
spring\/summer -> 38
springer -> 13
springer-bauer -> 1
springier -> 14
springiest -> 2
springsteen-to-buffett-to-jagger -> 1
springtime-heading-into-summer -> 1
sprinker -> 1
sprinkler -> 9
sprint-and-recover -> 1
sprint-friendlier -> 1
sprint-recover -> 1
sprinter -> 35
sprinter-hurdler -> 1
sprinter-jumper -> 1
sprinter-turned-lawmaker -> 1
spritelier -> 1
spritzer -> 3
sprouter -> 1
spryer -> 7
spryest -> 5
spun-fiber -> 1
spun-polyester -> 1
spun-silver -> 1
spunk-water -> 1
spunkier -> 16
spunkiest -> 17
spurned-lover -> 4
spurrier -> 4
spurs-forest -> 1
sputter -> 18
spy-caper -> 1
spy-catcher -> 1
spy-hunter -> 1
spy-lover -> 1
spy-master -> 3
spy-offer -> 1
spy-thriller -> 19
spy-to-soldier -> 1
spyder -> 2
spyglass-and-buzzer -> 1
spymaster -> 7
sq.-kilometer -> 3
sq.-meter -> 1
sqaure-meter -> 1
squabbled-over -> 1
squander -> 129
square-centimeter -> 1
square-corner -> 1
square-kilometer -> 98
square-meter -> 156
square-rigger -> 10
square-set-timber -> 1
square-shoulder -> 2
squared-shoulder -> 1
squarer -> 34
squarest -> 25
squash-and-ginger -> 1
squash-cucumber -> 1
squash-flower -> 1
squashed-together -> 1
squashier -> 1
squater -> 1
squatter -> 82
squattest -> 1
squeaker -> 16
squeakier -> 3
squeakiest -> 11
squeaky-sneaker -> 2
squealer -> 1
squee-specter -> 1
squeeze-the-consumer -> 1
squeeze-trigger -> 1
squeeze...first-quarter -> 1
squeezed-together -> 4
squier -> 5
squigglier -> 1
squirmier -> 2
squirmiest -> 4
squirrel-hater -> 1
squirrel-murder -> 1
squirreliest -> 1
squisher -> 1
squishier -> 22
squishiest -> 4
squishy-rubber -> 1
squishy-tender -> 1
srilanka-norway-unrest -> 1
srilanka-protest -> 1
srilanka-tamil-border -> 1
srilanka-tamil-unrest -> 1
srilanka-terrorists-arrest -> 1
srilanka-unrest -> 5
srilanka-unrest-attack-tiger -> 1
srongest -> 2
ssalter -> 15
ssdnger -> 1
ssommer -> 4
sstrongest -> 1
ssylvester -> 1
st-rounder -> 1
st.george-inter -> 1
st2inker -> 1
sta-prest -> 3
stabbing-in-the-shower -> 1
stabilizer -> 37
stable-master -> 1
stable-platter -> 1
stable-to-lower -> 1
stablemaster -> 3
stabler -> 29
stablest -> 17
stack-cooker -> 1
stacked-as-ever -> 1
stadium-as-convention-center -> 1
stadium-as-moneymaker -> 1
stadium-caliber -> 1
stadium-filler -> 1
stadium-theater -> 1
stadler -> 2
stadt-anzeiger -> 2
staff-best -> 7
staff-camper -> 1
staff-commissioner -> 1
staff-guest -> 3
staff-member -> 1
staff-officer -> 1
staff-to-camper -> 3
staff-to-guest -> 7
staff-to-passenger -> 2
staff-turnover -> 1
staff-writer -> 1
stage-caliber -> 1
stage-center -> 2
stage-manager -> 1
stage-mother -> 2
stage-newcomer -> 1
stage-setter -> 2
stage-stealer -> 1
stage-whatever -> 1
stage-whisper -> 4
stage-winner -> 4
stagger -> 12
staggerfest -> 1
stagier -> 4
stagiest -> 3
staibilizer -> 1
staider -> 6
staidest -> 4
stain-killer -> 2
stain-remover -> 1
stainless-steel-and-black-leather -> 1
stair-climber -> 8
stair-meister -> 1
stair-stepper -> 4
stairmaster -> 2
stairstepper -> 2
stake-holder -> 6
stakeholder -> 220
stakeholder\/interest -> 1
stakes-caliber -> 3
stakes-winner -> 2
stale-beer -> 4
staler -> 18
stalest -> 17
stalin-hitler -> 8
stalked-by-the-killer -> 1
stalked-deer -> 1
stalker -> 32
stalker-slasher -> 1
stall-holder -> 2
stall-miller -> 1
stallone-schwarzenegger -> 1
stamina-enhancer -> 1
stammer -> 8
stamp-saver -> 1
stamped-leather -> 1
stamped-paper -> 1
stanchest -> 2
stand-alone\/refer -> 1
stand-and-deliver -> 14
stand-in-a-tower -> 1
stand-mixer -> 1
stand-over -> 2
stand-right-next-to-the-speaker -> 1
stand-together -> 1
stand-up-and-cheer -> 17
stand-up-and-hear-the-great-speaker -> 1
stand-up-comic-boxer -> 1
standard-answer -> 1
standard-bearer -> 2
standard-bearerspeaker -> 1
standard-beer -> 1
standard-examiner -> 1
standard-offer -> 1
standard-order -> 2
standard-power -> 1
standard-setter -> 3
standardized-test -> 21
standarized-test -> 1
standby-power -> 1
standing-order -> 3
standing-rider -> 1
standing-water -> 2
standintest -> 1
standover -> 3
stands-up-without-a-hanger -> 1
stangest -> 1
stanuchest -> 1
stapled-over -> 1
stapled-together -> 4
stapleton-springer -> 1
star-banner -> 4
star-caliber -> 33
star-chamber -> 10
star-chamberother -> 1
star-cluster -> 1
star-designer -> 1
star-director-writer -> 1
star-driver -> 1
star-goalkeeper -> 1
star-greeter -> 1
star-guest -> 1
star-ledger -> 56
star-lever -> 1
star-maker -> 15
star-maker\/lover -> 1
star-manager -> 1
star-number -> 1
star-performer -> 1
star-photographer -> 1
star-player -> 4
star-power -> 36
star-powerbest -> 1
star-powerformer -> 1
star-producer-writer -> 1
star-reader -> 1
star-seer -> 1
star-snapper -> 1
star-spangled-banner -> 1
star-striker -> 13
star-turned-designer -> 1
star-watcher -> 1
star\/co-producer -> 1
star\/co-writer -> 1
star\/double-murder -> 1
starch-blocker -> 1
starch-maker -> 1
starchier -> 19
starchiest -> 8
stare-at-forever -> 1
starfinder -> 1
starflower -> 1
stargazer -> 4
stark-turner -> 2
starker -> 281
starker-than-ever -> 2
starkest -> 347
starkestbest -> 1
starks-miller -> 1
starlet-turned-singer -> 1
starling-lecter -> 1
starmaker -> 2
starpower -> 2
starr-chamber -> 1
starred-folder -> 1
starrier -> 9
starriest -> 20
start-all-over -> 1
start-number -> 1
start-of-summer -> 2
start-of-the-fourth-quarter -> 1
start-of-the-quarter -> 1
start-of-winter -> 1
start-over -> 9
start-the-whole-round-over -> 1
starter -> 784
starter-caliber -> 1
starter-closer -> 2
starter-reliever -> 2
starter-to-closer-to-starter -> 1
starter-turned-reliever -> 4
starter-upper -> 1
starting-caliber -> 16
starting-center -> 2
starting-linebacker -> 1
starting-order -> 1
starting-over -> 13
starting-pitcher -> 6
starting-teacher -> 2
starting-to-wonder -> 1
startled-goober -> 1
starving-writer -> 2
starwarsforever -> 1
state-airliner -> 2
state-best -> 4
state-broadcaster -> 6
state-carrier -> 3
state-dinner -> 10
state-forest -> 1
state-guest -> 2
state-member -> 1
state-of-disaster -> 1
state-of-his-shoulder -> 1
state-of-the-art-computer -> 1
state-owner -> 4
state-power -> 1
state-quarter -> 1
state-refiner -> 1
state-request -> 1
state-shareholder -> 1
state-takeover -> 1
state-to-member -> 1
state-voter -> 1
state-voucher -> 1
state-weather -> 1
state-west -> 1
state-worker -> 7
statedover -> 1
stategic-bomber -> 1
statehouse-as-bunker -> 1
statelier -> 10
stateliest -> 20
statesman\/pinch-hitter -> 1
statin-cancer -> 1
station-newspaper -> 1
station-owner -> 2
station-to-customer -> 1
stationer -> 1
stationery-maker -> 6
statistic-stuffer -> 1
statue-maker -> 1
statuette-finder -> 1
stauchest -> 5
stauffer -> 2
stauncher -> 14
staunchest -> 716
staunchiest -> 2
stavanger -> 2
stay-at-the-nest -> 1
stay-away-from-my-daughter -> 1
stay-over -> 20
stay-prest -> 1
stayer -> 1
staying-in-character -> 1
staying-power -> 3
staying-together -> 1
stayover -> 1
steadier -> 532
steadiereager -> 1
steadiersilver -> 1
steadiest -> 272
steady-as-a-jackhammer -> 1
steady-hammer -> 1
steady-higher -> 1
steady-to-higher -> 2
steady-to-lower -> 2
steady-to-weaker -> 2
steak-and-a-stripper -> 1
steak-and-beer -> 1
steak-and-burger -> 2
steak-and-lobster -> 8
steak-and-oyster -> 2
steak-dinner -> 1
steak-lover -> 1
steal-to-order -> 1
stealer -> 1
stealth-bomber -> 3
stealth-fighter -> 2
stealthier -> 45
stealthiest -> 16
steam-boiler -> 2
steam-power -> 4
steam-roller -> 2
steam-shower -> 1
steam-wheeler -> 1
steamboat-owner -> 1
steamed-cheeseburger -> 1
steamed-wiener -> 1
steamer -> 107
steamier -> 55
steamiest -> 63
steamiestbravest -> 1
steamroller -> 3
steed-kisker -> 2
steel-and-copper -> 2
steel-and-leather -> 2
steel-and-power -> 1
steel-and-rubber -> 2
steel-and-timber -> 3
steel-box-girder -> 1
steel-center -> 1
steel-drummer -> 1
steel-fiber -> 1
steel-girder -> 14
steel-hardener -> 3
steel-ladder -> 1
steel-maker -> 22
steel-makerbest -> 1
steel-player -> 1
steel-producer -> 1
steel-silver -> 1
steel-worker -> 3
steeler -> 58
steeler-charger -> 1
steelier -> 27
steeliest -> 25
steelmaker -> 189
steelworker-turned-machine-gunner -> 1
steeper -> 713
steeperother -> 1
steepest -> 747
steepest-ever -> 13
steepestlargest -> 1
steepestother -> 1
steeplechaser -> 3
steer -> 79
steer-on-steer -> 1
stefanyshyn-piper -> 1
stegner -> 4
steiger -> 3
steinbrenner -> 56
steinbrenner-jeter -> 1
steiner -> 4
steinhauer -> 2
steller -> 9
stem-borer -> 1
stem-winder -> 2
stemberger -> 1
stemmer-crusher -> 1
stemwinder -> 4
stenholm-schaefer -> 2
step-brother -> 19
step-daughter -> 31
step-daughterbetter -> 1
step-father -> 17
step-granddaughter -> 6
step-grandfather -> 3
step-grandmother -> 8
step-ladder -> 7
step-mother -> 13
step-over -> 6
step-sister -> 16
step-slower -> 1
stepashin-schmidbauer -> 1
stepbrother -> 5
stepdancer -> 1
stepdaughter -> 4
stepfather -> 42
stepladder -> 7
stepmother -> 11
stepover -> 2
stepper -> 11
stepsister -> 6
stepsister-best -> 1
stepson-to-stepfather -> 1
ster -> 5
stereo-speaker -> 1
stereomaker -> 1
sterilizer -> 2
sterling-silver -> 38
stern-est -> 1
stern-father -> 2
stern-lerner -> 1
stern-wheeler -> 2
stern\/lowest -> 1
sterner -> 364
sternerbest -> 1
sternest -> 309
sternwheeler -> 2
steroid-taker -> 2
steroids-user -> 1
stest -> 2
stevens-souter-ginsburg-breyer -> 1
stevenson-kefauver -> 1
stewart-as-runner -> 1
stewart-cramer -> 1
stewart-hanover -> 2
stewart-warner -> 1
steyr-mannlicher -> 1
stick-and-rudder -> 5
stick-handler -> 1
stick-nest -> 1
stick-pusher -> 2
stick-shaker -> 2
stick-shifter -> 1
stick-test-stick-test -> 1
stick-together -> 2
sticker -> 33
stickhandler -> 1
stickier -> 225
stickierother -> 1
stickiest -> 34
sticking-plaster -> 1
stickler -> 1
sticky-finger -> 1
stiff-leather -> 1
stiff-upper -> 6
stiffer -> 839
stifferfurther -> 1
stiffest -> 498
stiffest-ever -> 2
stiffiest -> 1
still-a-newcomer -> 1
still-another -> 2
still-better -> 5
still-bigger -> 3
still-biggest -> 1
still-bitter -> 15
still-bloodiest -> 1
still-broader -> 1
still-cheaper -> 8
still-closer -> 1
still-colder -> 1
still-deeper -> 10
still-eager -> 1
still-earlier -> 3
still-faster -> 2
still-fierce-but-getting-cuddlier -> 1
still-flashier -> 1
still-grainier -> 1
still-grander -> 1
still-greater -> 8
still-grislier -> 1
still-harder -> 1
still-harsher -> 1
still-heavier -> 1
still-higher -> 26
still-hotter -> 1
still-hyper -> 1
still-in-beta-test -> 1
still-just-regular-guys-honest -> 1
still-lackluster -> 3
still-larger -> 7
still-later -> 1
still-leader -> 1
still-limber -> 1
still-lonelier -> 1
still-louder -> 1
still-lower -> 14
still-modest -> 14
still-narrower -> 2
still-not-in-power -> 1
still-older -> 2
still-riskier -> 1
still-safer -> 1
still-shorter -> 2
still-simpler -> 1
still-slender -> 4
still-smaller -> 2
still-sober -> 2
still-steeper -> 2
still-stronger -> 3
still-sweller -> 1
still-tender -> 11
still-tighter -> 1
still-tougher -> 1
still-under -> 3
still-undercover -> 2
still-water -> 7
still-weaker -> 3
still-wider -> 1
still-younger -> 1
stiller -> 11
stillest -> 9
stillsuffer -> 1
stillunder -> 1
stillwater -> 5
stilt-walker -> 4
stilts-in-the-water -> 1
stinger -> 22
stingier -> 148
stingiest -> 235
stingiestformer -> 1
stinging-hot-water -> 1
stink-o-meter -> 1
stinker -> 7
stinkier -> 10
stinkiest -> 19
stirlingscooter -> 1
stirred-together -> 1
stirrer -> 1
stitched-leather -> 2
stitched-together -> 44
stock-broker -> 1
stock-brokerbiggest-ever -> 1
stock-grower -> 1
stock-manager -> 1
stock-picker -> 10
stock-ticker -> 17
stock-transfer -> 9
stocker -> 3
stockholm-dover -> 1
stockier -> 49
stocking-filler -> 1
stocking-sheer -> 2
stocking-stuffer -> 17
stockinvest -> 1
stockowner -> 1
stockpicker -> 1
stocks-world-quarter -> 1
stockton-geiberger -> 1
stodgier -> 24
stodgiest -> 30
stodgy-sober -> 1
stoefurmuest -> 1
stoiber -> 5
stoke-manchester -> 1
stoller -> 4
stoller-leiber -> 1
stomach-cancer -> 2
stomach-turner -> 1
stomach-ulcer -> 3
stomper -> 2
stone-and-timber -> 9
stone-cold-sober -> 2
stone-fisher -> 1
stone-honest -> 1
stone-killer -> 1
stone-pusher -> 1
stone-sober -> 1
stone-thrower -> 4
stone-tower -> 1
stonecutter -> 3
stoned-on-reefer -> 1
stoner -> 62
stoner-loser -> 1
stoner-slacker -> 2
stoner-surfer -> 1
stonger -> 33
stongest -> 16
stonier -> 13
stoniest -> 9
stools-at-the-counter -> 1
stoop-shoulder -> 1
stooped-over -> 7
stop-and-stutter -> 1
stop-harshbarger -> 1
stop-over -> 58
stop-request -> 1
stopover -> 1
stopper -> 1
storage-computer -> 1
storage-filter -> 1
storage-locker -> 5
storage-platter -> 1
store-and-worker -> 1
store-bought-is-better -> 1
store-cum-hipster -> 1
store-keeper -> 4
store-manager -> 2
store-owner -> 3
store-worker -> 1
storefront-theater -> 1
storekeeper -> 2
storeowner -> 2
stork-watcher -> 1
storm-center -> 1
storm-chaser -> 3
storm-disaster -> 3
storm-sewer -> 7
storm-spotter -> 1
storm-the-gunners-nest -> 1
storm-trooper -> 29
storm-trooperfurther -> 1
storm-watcher -> 1
storm-water -> 95
storm\/thundershower -> 1
stormier -> 77
stormierhealthier -> 1
stormiest -> 71
stormiest-ever -> 1
storms-redner -> 1
stormtrooper -> 5
stormwater -> 36
stormweather -> 1
stormy-weather -> 2
stornger -> 1
storrer -> 1
story-builder -> 1
story-finder -> 1
story-friendlier -> 1
story-teller -> 5
story-theater -> 12
storybook-theater -> 1
storyteller -> 4
storyteller-photographer -> 1
stouffer -> 1
stouter -> 50
stoutest -> 50
stover -> 4
straddle-the-center -> 1
straddler -> 1
straggler -> 3
straigher -> 1
straight-8-cylinder -> 1
straight-answer -> 1
straight-from-a-romance-novel-cover -> 1
straight-from-the-cookie-cutter -> 1
straight-from-the-shoulder -> 2
straight-hitter -> 1
straight-interest -> 1
straight-liner -> 1
straight-no-chaser -> 5
straight-shooter -> 25
straight-six-cylinder -> 1
straight-talker -> 9
straight-talker\/maverick\/reformer -> 1
straight-to-the-consumer -> 1
straight-to-the-street-corner -> 1
straighter -> 183
straightest -> 156
straigther -> 1
strainer -> 5
straitest -> 1
stranded-traveler -> 2
strandedheaviest -> 1
strang-est -> 1
stranger -> 164
stranger-danger -> 4
stranger-on-stranger -> 6
stranger-seer -> 1
stranger-than-ever -> 1
stranger-to-stranger -> 4
strangers\/however -> 1
strangest -> 517
strangestother -> 1
strangle-your-partner -> 1
strangler -> 8
strangler-robber -> 1
straphanger -> 1
strapped-together -> 1
strappier -> 2
strategic-bomber -> 2
strauss-flower -> 1
strauss-meyszner -> 1
straw-and-leather -> 1
straw-boater -> 1
straw-purchaser -> 1
straw-slender -> 1
straw-to-power -> 1
strawberry-farmer -> 1
strawiest -> 1
streak-breaker -> 1
streak-continuer -> 1
streaker -> 4
streakier -> 7
streakiest -> 9
stream-of-mutter -> 1
stream-water -> 3
streamer -> 3
streamliner -> 2
strecker -> 1
streeet-corner -> 1
streest -> 2
street-baller -> 1
street-brawler -> 1
street-bruiser -> 1
street-congestingest -> 1
street-corner -> 292
street-dweller -> 1
street-entertainer -> 1
street-fest -> 1
street-fighter -> 24
street-gangster -> 1
street-gutter -> 1
street-hawker -> 1
street-hipster -> 1
street-hustler -> 3
street-luger -> 1
street-performer -> 1
street-player -> 1
street-preacher -> 2
street-protest -> 3
street-protester -> 1
street-racer -> 3
street-seller -> 1
street-soccer -> 1
street-soldier -> 1
street-sweeper -> 9
street-theater -> 24
street-to-speyrer -> 1
street-walker -> 3
street-wisest -> 1
street-worker -> 2
streetcorner -> 10
streeter -> 4
streetfighter -> 1
streetier -> 2
streetlamp-and-neon-under-marine-layer -> 1
streetsweeper -> 1
streetwalker -> 2
strength-and-power -> 1
stress-buster -> 5
stress-killer -> 1
stress-test -> 25
stress-transfer -> 2
stretch-harvest -> 1
stretch-on-forever -> 1
stretch-over-the-shoulder -> 1
stretch-runner -> 4
stretch-runnerother -> 1
stretched-rubber -> 1
stretcher -> 39
stretcher-bearer -> 1
stretchier -> 11
stretshingother -> 1
stricker -> 2
strict-meter -> 1
stricter -> 974
stricter-than-ever -> 2
strictest -> 667
strictest-ever -> 2
strident-ever -> 1
strider -> 1
strike-breaker -> 5
strike-buster -> 1
strike-fighter -> 4
strike-outingest -> 1
strike-partner -> 17
striker -> 89
striker-cum-midfielder -> 2
striker-cum-winger -> 1
striker-shopper -> 1
striker-turned-defender -> 2
striker-turned-midfielder -> 1
striker\/strikebreaker -> 1
string-and-paper -> 1
string-around-the-finger -> 1
string-around-your-finger -> 1
string-player -> 2
string-puller -> 2
stringer -> 21
stringest -> 4
stringier -> 6
stringiest -> 3
strip-center -> 9
strip-cover -> 1
strip-poker -> 2
strip-shopping-center -> 2
striper -> 10
stripper -> 25
stripper-and-beer -> 1
stripper-murder -> 1
stripper-turned-screenwriter -> 3
stripper-turned-writer -> 1
strive-diligently-to-kiss-your-factory-worker-sister -> 1
striver -> 5
stroessner -> 7
stroger -> 3
stroke-maker -> 3
stroke-on-raster -> 1
stroke-player -> 5
stroker -> 1
stroller -> 28
stron3ger -> 1
strong-as-ever -> 1
strong-beer -> 1
strong-character -> 1
strong-contender -> 2
strong-finisher -> 1
strong-leader -> 1
strong-member -> 1
strong-power -> 1
strong-shoulder -> 2
strong-side-linebacker -> 1
strong-starter -> 1
strong-year-earlier -> 1
strongconsumer -> 1
strongeer -> 1
stronger -> 1002
stronger-faster-taller -> 1
stronger-than-ever -> 8
strongest -> 986
strongest-ever -> 50
strongest-everother -> 1
strongest-everstiffest -> 1
stronggest -> 1
strongher -> 1
strongside-linebacker -> 1
stronter -> 1
strougo-scudder -> 1
strowest -> 1
strs-zk-hd-jer -> 1
strucontest -> 1
strudler -> 2
struggler -> 16
struggling-writer -> 2
strung-together -> 24
strut-swagger -> 1
strut-tower -> 9
struthof-natzweiler -> 2
stryker -> 3
stub-keeper -> 1
stubbier -> 11
stubbiest -> 2
stubbornest -> 7
stuck-in-the-barcalounger -> 1
stuck-in-the-water -> 1
stuck-together -> 10
stuck-with-each-other -> 1
stucker -> 1
student-and-teacher -> 1
student-athlete\/volunteer -> 1
student-becomes-teacher -> 1
student-borrower -> 1
student-computer -> 4
student-dancer -> 1
student-filmmaker -> 1
student-gender -> 1
student-leader -> 1
student-lecturer -> 1
student-lender -> 1
student-manager -> 1
student-newspaper -> 2
student-on-teacher -> 1
student-owner -> 1
student-peer -> 1
student-power -> 1
student-protest -> 3
student-teacher -> 153
student-teacherstrongest -> 1
student-to-computer -> 3
student-to-teacher -> 37
student-toteacher -> 1
student-transfer -> 1
student-turned-fighter -> 1
student-turnover -> 1
student-voter -> 1
student-worker -> 18
student\/teacher -> 1
students-are-smarter -> 1
students-per-computer -> 1
students\/former -> 1
studier -> 2
studio-best -> 1
studio-caliber -> 2
studio-owner -> 1
studio-theater -> 2
study-center -> 1
study-guest -> 1
study-hard-and-do-your-best -> 1
study-now-pay-later -> 1
study\/guest -> 1
stuff-it-in-the-desk-drawer -> 1
stuffer -> 2
stuffier -> 18
stuffiest -> 20
stuffy-lawyer -> 1
stumble-over -> 2
stumblefest -> 1
stumblingest -> 1
stump-jumper -> 1
stump-preacher -> 1
stump-puller -> 2
stump-remover -> 1
stumpel-smolinski-moger -> 1
stumpier -> 2
stumpierslightest -> 1
stumpiest -> 1
stunner -> 5
stunt-guest -> 1
stupid-est -> 1
stupid-funniest -> 1
stupid-user -> 2
stupider -> 101
stupidest -> 295
stupidestlouder -> 1
sturdier -> 325
sturdiest -> 151
sturge-weber -> 1
sturm-ruger -> 1
stutter -> 3
stutterer -> 2
stutteringest -> 1
stuttgart-hannover -> 1
stx-aker -> 1
style-setter -> 3
stylemaker -> 1
stylist-turned-designer -> 1
stzanger -> 1
suaver -> 4
suavest -> 12
sub-100-nanometer -> 1
sub-2-liter -> 1
sub-4-footer -> 1
sub-5-meter -> 1
sub-adviser -> 5
sub-barrier -> 1
sub-blockbuster -> 1
sub-border -> 2
sub-bumper -> 1
sub-carrier -> 1
sub-center -> 1
sub-chapter -> 1
sub-cluster -> 1
sub-commander -> 2
sub-commissioner -> 2
sub-controller -> 1
sub-glacier -> 1
sub-gutter -> 1
sub-iran-germ\/center -> 1
sub-killer -> 1
sub-leader -> 3
sub-lever -> 1
sub-manager -> 2
sub-mariner -> 2
sub-merger -> 1
sub-midler -> 1
sub-milimeter -> 1
sub-millimeter -> 2
sub-minister -> 1
sub-pier -> 1
sub-postmaster -> 1
sub-power -> 2
sub-prime\/lender -> 1
sub-rusher -> 1
sub-sitcom-caliber -> 1
sub-slayer -> 1
sub-supplier -> 1
sub-tier -> 2
sub-transformer -> 1
sub-water -> 2
sub-woofer -> 3
sub2sci_west -> 1
subadviser -> 2
subaru-maker -> 9
subaru-manufacturer -> 1
subchapter -> 7
subject-matter -> 32
subjest -> 1
sublest -> 1
sublimer -> 1
sublimest -> 4
submarine-being-hunted-by-a-destroyer -> 1
submarine-chaser -> 1
submarine-killer -> 6
submarine-maker -> 5
submarine-to-submarine-killer -> 1
submariner -> 4
submerged-in-water -> 1
submeter -> 1
submillimeter -> 3
suborner -> 1
subpoena-power -> 1
subscriber -> 40
subscriber-to-subscriber -> 1
subscription-theater -> 1
substance-abuser -> 1
substitute-driver -> 1
substitute-striker -> 2
substitute-teacher -> 7
subsupplier -> 1
subtier -> 1
subtle-as-a-sledgehammer -> 1
subtler -> 353
subtlest -> 139
suburb-dweller -> 1
suburban-denver -> 1
suburban-mother -> 1
subversive-wallflower -> 1
subway-rider -> 2
subway-thriller -> 1
subwoofer -> 10
subwoofer-and-speaker -> 1
successful-ever -> 5
successful-lawyer -> 1
successfullommissioner -> 1
successor-in-interest -> 1
suceder -> 5
such-a-punk-manager -> 1
sucker -> 5
suckiest -> 1
sud-est -> 6
sud-ouest -> 11
sudan-amis-commander -> 1
sudan-darfur-anniversary-unrest -> 1
sudan-darfur-chad-unrest -> 1
sudan-darfur-takeover -> 2
sudan-darfur-unrest -> 2
sudan-garang-helicopter -> 1
sudan-garang-unrest -> 1
sudan-opposition-leader -> 1
sudan-politics-unrest -> 1
sudan-prisoner -> 1
sudan-south-germany-unrest -> 1
sudan-south-unrest -> 2
sudan-un-protest -> 1
sudan-unrest -> 9
sudan-unrest-protest -> 1
sudden-cardiac-arrest -> 1
suddenly-even-richer -> 1
suddenly-former -> 1
suddenly-larger -> 1
suddenly-meager -> 1
suddenly-smaller -> 1
sudsier -> 2
sudsiest -> 2
suede-for-summer -> 1
suelentener -> 1
suffer -> 7
suffer-fest -> 1
sufferer -> 4
sugar-and-butter -> 2
sugar-and-saltwater -> 1
sugar-and-water -> 3
sugar-butter -> 5
sugar-ginger -> 2
sugar-glider -> 1
sugar-harvest -> 1
sugar-maker -> 3
sugar-milk\/water -> 1
sugar-pepper -> 2
sugar-salt-water -> 1
sugar-sweetener -> 1
sugar-water -> 17
sugar\/butter -> 1
sugared-water -> 1
sugarier -> 1
suger -> 1
suggest -> 66
sugiyama-klaffner -> 1
suicide-attacker -> 1
suicide-barrier -> 2
suicide-bomber -> 36
suicide-cum-murder -> 1
suicide-hijacker -> 2
suicide-murder -> 8
suicide-or-murder -> 1
suicide-vest -> 7
suicide\/murder -> 1
suicider -> 1
suit-and-sweater -> 1
suit-sneaker -> 1
suitable-for-hiding-in-a-desk-drawer -> 1
suitfaster -> 1
suitunder -> 1
suker -> 2
sulfur-filter -> 2
sulfur-water -> 1
sulkier -> 2
sulkiest -> 1
sullivan-hunter -> 1
sulphur-water -> 2
sultrier -> 10
sultriest -> 18
sulzberger -> 1
sulzer -> 6
sumatra-west -> 1
sumer -> 1
summer -> 146
summer-blockbuster -> 10
summer-harvest -> 1
summer-in-december -> 1
summer-in-winter -> 1
summer-is-over -> 1
summer-potboiler -> 1
summer-quarter -> 3
summer-theater -> 10
summer-thriller -> 1
summer-to-winter -> 3
summer-winter -> 5
